Code,type,Profession
4333,FR,"commerçants de détail de matériel de bureaux, d'impression et assimilés"
4333,AR,تجار بالتقسيط في لوازم المكتب والطباعة وما شابهها
4334,FR,"commerçants de détail polyvalents en produits et la papeterie, librairie, journaux et périodiques"
4334,AR,تجار بالتقسيط متعددو االختصاصات ،في مواد الوراقة، المكتبة، الجرايد الدوريات والمجالت
4334,AR,تجار بالتقسيط متعددو الاختصاصات في مواد الوراقة، المكتبة، الجرايد، الدوريات والمجلات
4339,AR,تجار بالتقسيط في مواد الوراقة، المكتبة، الجرايد والدوريات غير مصنفين اعاله
4339,FR,"commerçants de détail des produits de la papeterie, librairie, de journaux et périodiques n.c.a"
4339,AR,تجار بالتقسيط في مواد الوراقة، المكتبة، الجرايد والدوريات غير مصنفين اعلاه
4339,FR,"commerçants de détail des produits de la papeterie, librairie, de journaux et périodiques n.c.a."
4341,FR,"commerçants de détail en horlogerie, bijouterie, orfèvrerie et assimilés"
4341,AR,تجار بالتقسيط في الساعات، المجوهرات، المصوغات وما شابهها
4342,FR,commerçants de détail en jouets et articles assimilés
4342,AR,تجار بالتقسيط في اللعب واالدوات المشابهة
4342,AR,تجار بالتقسيط في اللعب والادوات المشابهة
4343,FR,commerçants de détail en articles de sports et assimilés
4343,AR,تجار بالتقسيط في ادوات الرياضة وما شابهها
4344,FR,"commerçants de détail polyvalents en articles de loisirs, récréatifs et personnels"
4344,AR,تجار بالتقسيط متعددو االختصاصات في ادوات الترفيه، التسلية واالدوات الشخصية
4344,AR,تجار بالتقسيط متعددو الاختصاصات في ادوات الترفيه، التسلية والادوات الشخصية
4349,AR,تجار بالتقسيط في ادوات الترفيه، التسلية واالدوات الشخصية غير مصنفين اعاله
4349,AR,تجار بالتقسيط في ادوات الترفيه، التسلية والادوات الشخصية غير مصنفين اعلاه
4349,FR,"autres commerçants de détail des articles de loisirs, récréatifs et personnels n.c.a"
4349,FR,"autres commerçants de détail des articles de loisirs, récréatifs et personnels n.c.a."
4351,AR,تجار مترحلون بين الاسواق في المواد الغذايية
4351,FR,commerçants itinérants des souks en produits alimentaires
4351,AR,تجار مترحلون بين االسواق في المواد الغذايية
4352,FR,commerçants itinérants des souks en produits non alimentaires
4352,AR,تجار مترحلون بين الاسواق في المواد غير الغذايية
4352,AR,تجار مترحلون بين االسواق في المواد غير الغذايية
4353,FR,commerçants itinérants des souks en divers produits
4353,AR,تجار مترحلون بين االسواق في مواد مختلفة غذايية وغير غذايية
4353,AR,تجار مترحلون بين الاسواق في مواد مختلفة غذايية وغير غذايية
4359,FR,autres commerçants itinérants des souks n.c.a.
4359,AR,تجار مترحلون بين االسواق غير مصنفين اعاله
4359,AR,تجار مترحلون بين الاسواق غير مصنفين اعلاه
4359,FR,autres commerçants itinérants des souks n.c.a
4360,FR,"commerçants de détail polyvalents des produits de l'artisanat, bazaristes et assimilés"
4360,AR,تجار بالتقسيط متعددو االختصاصات ،في منتجات الصناعة التقليدية تجار البازارات ومن يشابهونهم
4360,FR,"commerçants de détail polyvalents des produits de l'artisanat, bazaris et assimilés"
4360,AR,تجار بالتقسيط متعددو الاختصاصات في منتجات الصناعة التقليدية، تجار البازارات ومن يشابهونهم
4371,FR,"commerçants de détail d'ordinateurs, de consoles de jeux vidéo et de logiciels"
4371,AR,تجار بالتقسيط في تجهيزات الحاسوب والالعاب الالكترونية والبرامج
4372,FR,commerçants de détail d'équipements de télécommunication
4372,AR,تجار بالتقسيط في تجهيزات الاتصالات
4373,FR,commerçants de détail d'appareils audio/vidéo
4373,AR,تجار بالتقسيط في التجهيزات السمعية - البصرية
4374,FR,commerçants polyvalents de détail d'équipements des technologies de l'information et de la communication (tic)
4374,AR,تجار بالتقسيط في تجهيزات تكنولوجيا المعلومات والاتصال متعددة
4379,AR,تجار بالتقسيط في تجهيزات تكنولوجيا المعلومات والاتصال غير مصنفين اعلاه
4379,FR,commerçants de détail d'équipements des technologies de l'information et de la communication (tic) n.c.a.
4390,FR,commerçants de détail n.c.a.
4390,FR,commerçants de détail n.c.a
4390,AR,تجار بالتقسيط لم يصنفوا اعاله
4390,AR,تجار بالتقسيط لم يصنفوا اعلاه
4410,FR,agents d'assurances et courtiers d'assurances
4410,AR,وكلاء ووسطاء التامينات
4410,AR,وكالء ووسطاء التامينات
4421,FR,agents immobiliers
4421,AR,وكلاء عقار يون
4421,AR,وكالء عقار يو ن
4422,FR,"agents d'affaires, courtiers en marchandises et agents concessionnaires"
4422,AR,وكلاء الاعمال، سماسرة في البضايع ووكلاء اصحاب الامتياز
4422,AR,وكالء االعمال، سماسرة في البضايع ووكالء اصحاب االمتياز
4431,FR,agents de change
4431,AR,وكلاء الصرف
4431,AR,وكالء الصرف
4432,FR,courtiers en valeurs et en bourses
4432,AR,سماسرة في القيم والبورصة
4440,FR,agents de publicité
4440,AR,وكلاء الاشهار
4440,AR,وكالء االشهار
4451,FR,vendeurs aux enchères et adjudicateurs
4451,AR,باعة المزايدات والملزمون
4452,AR,مختصون في التقويم
4452,FR,experts en évaluation
4453,FR,organisateurs de conférences et d'événements
4453,AR,منظمو الموتمرات و التظاهرات
4453,AR,منظمو الموتمرات والتظاهرات
4454,AR,وكالء التشغيل(التوظيف )ومتعهدو التشغيل
4454,FR,agents d'emploi et de recrutement de main-d'œuvre
4454,AR,وكلاء التشغيل (التوظيف) ومتعهدو التشغيل
4460,AR,وكالء اخرون مختصون في بيع الخدمات للمقاوالت
4460,FR,autres agents de vente de services aux entreprises
4460,AR,وكلاء اخرون مختصون في بيع الخدمات للمقاولات
4490,AR,وسطاء تجاريون وماليون غير مصنفين اعاله
4490,FR,intermédiaires commerciaux et financiers n.c.a
4490,FR,intermédiaires commerciaux et financiers n.c.a.
4490,AR,وسطاء تجاريون وماليون غير مصنفين اعلاه
5111,AR,مستغلون مختصون في زراعة الحبوب
5111,FR,exploitants spécialisés dans les cultures de céréales
5112,FR,exploitants spécialisés dans les cultures industrielles et oléagineuses
5112,AR,مستغلون مختصون في الزراعة الصناعية والزيتية
5113,FR,exploitants spécialisés dans les cultures maraîchères
5113,AR,مستغلون مختصون في زراعة الخضروات
5114,AR,مستغلون مختصون في زراعة الكروم وفي زراعة الاشجار (بما فيها اشجار الفواكه)
5114,AR,مستغلون مختصون في زراعة الكروم وفي زراعة االشجار( بما فيها اشجار الفواك ه)
5114,FR,exploitants spécialisés dans la viticulture et l'arboriculture (y compris les arbres fruitiers)
5115,FR,exploitants spécialisés dans les cultures des légumineuses
5115,AR,مستغلون مختصون في زراعة القطاني
5116,FR,exploitants spécialisés dans les cultures fourragères
5116,AR,مستغلون مختصون في زراعة الكال
5116,AR,مستغلون مختصون في زراعة الكلا
5117,FR,"floricultures, pépiniéristes, producteurs de grains et semences"
5117,AR,مستغلون مختصون في زراعة الورود، في المستنبتات والمشاتل وفي انتاج البذور
5118,FR,"exploitants agricoles polyvalents dans les cultures de céréales, cultures industrielles, arboriculture, maraîchage et associés"
5118,AR,مستغلون مختصون متعددو االختصاصات ،في زراعة الحبوب، الزراعات الصناعية زراعة االشجار، زراعة الخضروات...الخ
